sequence,label
BBBBBBABBABABABBBBAABABABABBBAABABBBBBBABAAAABBBBA,B
BBBABAABABBBBBBABAAAAABAAAABBABABAAAAABAABBAAABAAB,B
ABAABBBAAAABABBBABABABBBBBABAAAAABAABBBABAAABAABAB,A
AABABAAABBAABBBBBBAABAABAABBABABAAAAABBAABAAAAABBA,A
BBBBABABAAAABABAABBBABBAAAAABBBBBBABBAABAAABABAABA,B
BABBBABBBABABAAABABBBBBAAAAAABABBAABBAABBABABAABBB,B
AABBBBBABABBABBABABAAAAABAABAABBABBAAAAAABBABBABAA,A
BBAAAAAABABBBAAAAAABABABAABBAABABAAAABAAAABBABBAAA,B
AABAAAABBAABAAABABBABABAAABABAAABAAAABABBBAABABABA,A
BABAAAABBABBABBAABBAAABBABAAABBBBBABAABBABBBBABBBB,B
BBBBBAAAAAAAAABBABAABABABAABBBBBAAAAABBBABABABABBA,B
BABABABAABAAABAAAABABAAABABAABBBBBBBAABAAABBBBAABB,B
AABBABABBAAABBAABAABAAABBABABABAAAAABABAABBAABBBBB,A
ABBAAABBABABBAAABBBBBBABBBAAABBBAAABAABABABAABAAAA,A
BABAAABABABBABBAABABAABABAAABAAABAAABBABABBAAAABBA,B
BABBABBBABBBBAABAABBAAABAAAABABABBAABAABBAABBBABBB,B
ABAABAAABAAABAABBAAABAAAAAAABBBABAAABAABBAABBAAAAB,A
BBAAAAABABBBBABABABBABAAAABAABABAABAAAAAABBBABAAAB,B
AABBAAAABABBBABBBBBBBABAAABBAABBAABAAABBBBAAAAABBB,A
BBABAAABABAABAAABBABAABBBABAAAAABBBBABAABBBAAABBAB,B
AAABBABBAABBAABBABAABABBBBBBBBAABAAABAAAABAABABABA,A
BBAAABABBBBBABABBAAABBABAABAABBBABBABABBAABABABAAB,B
BBBBBBABABABAABBBBAABABBBBABAAAABBBABBABBABABBBBAA,B
BABAABABBBBAABBBAABABABBAAABAABBBABBAAAABBAABAABBB,B
BBBBAAABAABAABAABBBBBABBBBABBBAABAABABBAAABABBBBBB,B
BABABBAABAAABBBBBBBBBBABAAAAAAABABBABABBAAABBAAAAA,B
BBAAAAABAAAAABAABBBAABAABAABABABBAAABAAAABAAABAAAA,B
ABAAAABBBAABBBABBBABABABABAABBBBABBABBAABAABBBBBAB,A
ABBABABAAABABBABBBABAABBBAAAAAABABABABBABBBBBBAAAA,A
BBBAABAAAABABBBABABABBABBBABAABBBABBBAAAAAAABABABB,B
ABBBBABBBBBAABAABBAABBBABBBBBBBABABAAABABBBAAAAABB,A
BABBBABBAABAAAABBABBAAABBABBBBBBABBAAABAABBAABAABB,B
AABBABBBAAABBBBABAAABBBBBBAAABBBBBBAAAAAABBBBAABBA,A
AABBBBBBBABABBABBABBBBAABABBABABBABBBABBBBABABBABB,A
BAAABBABAAABBABBAABBAAABBBBAAAAABBABAAABBAAAABBABA,B
AABABBBAABBAAAAAABBABABABAAAAAABBBAABBBBAAABBABBBB,A
BBBBBAABBBBAAAABBAABAABAABAAAABAAAABBAAABABAAABABB,B
ABBABABBBBBABBAABAAABAABBAABBBABABBBABAAABAABABBBA,A
AABABABBABABBAAAABABABBBAABAABABAABBBBBBBBAABABAAA,A
AAABAABABAAABBABBBABBBABAAAAABAABBABBBAABBBAABAABA,A
BAABAAAAAABAABABABBABAAAABBABAABABABBBBBBBAABBBBAA,B
ABABBAAAAABBBBBAAAAAAAABABBBABAABABBABABABABABAAAA,A
ABAAABBAABAABAABBAAAAABABABAAAABABBAABAAABAAAAABBB,A
BABABBABBBABABBBBAAAABAABBBAABAABAABABBAAAABBAABAB,B
BAAAABBAAAABBABAAABAAAAABABAAABBBABAAAAABBBAAAABAB,B
AABBBBBAAABBBBAAAAABBABAABBBAAABAABABBBABBABAABABA,A
BAABBAABBBBABBABBBBBAAABABAAABAABABBBBBABBABAAABBA,B
BBABABAAABBBABBBBBBBAAAABBBAAABABBABBBBAABABBBBABA,B
BBBABABBAAABABBBAABAABAAAAAABBABBBBAABABAAAAAAABAB,B
BBBABAAABAAABBAABAABAABAAAAAAAABBBABBBAABAABBBAABB,B
BBABABABAABBBBABABBABBABAAABBBABBAABBABBABBABBAAAB,B
ABAAABAAABABABBBBAAABAAAABBAAABBABAAABAABAABBABAAB,A
ABBBBBBAAABABBBBBAAABBABABABABAAAAABBABAAABBBBBBAB,A
BAABBAAAAAABAAABBBABBABABAAAAABAAAAAABABABABABAAAB,B
BABBBAAAAAAAAAABBAABABABBAAAAABBAABABBAABBABABBABB,B
BABBABABAAABAABBAAAABBBBAABBABBBBAAAABBAABBABBBBBB,B
BBAAABABABBBAAAAABABABBABABABBAABBBAAAAAABBBBBABBA,B
BABAABBBBBAABABABBBBABBBABBBBBAAAABABBBABBBABBBABA,B
BAABBBABABAABBBBBAABBBABBBAABBABABBBBBBBAABABBBABB,B
BBBBBBAABABBBAAABBBAAAABBBBAABABABBBBBBBAAAABBABBA,B
BBAAABBBABABAABBAAAAAAAABABBAABAAAABBBBABBBABABAAA,B
ABABBBBBBBAABBBABBBABAABBABBBABAAAAAABBBBABABAAAAA,A
ABABABBBABAABBABAABAABBBABBBABBABBBBABABAABBBABBBA,A
ABBABBBBABBAAAAAAAAAABAAABAAABABBBBABAABBAABBABBAB,A
BBAAABBAAABBBAAABBABBABABAAABBBABAAABAAAAAAABABBBA,B
BBABBABBAAABAABAABBBABBABABABBAAABBBAAAABABAABAAAB,B
BBBABABABAABAAAABBAAABBAABBBAABBBBBABABABAABAABAAB,B
BBABBAABAAAABBBBBABABAABBBBAAABABABBBABBBBBBBBBBAB,B
BBABAAAABBBBBAABBABBAABAABBBAAAABBBABAABABBABBAAAA,B
BBABBBAABBABABAABBBBAABABABABBAABABBBBAABAABBABBAA,B
AAAAAABBBAABABABAAABBBBAABBBBBABAAAAAAABBBABABAABA,A
AABBBAABBABAABAABABBABABBBBBBABBABAABBBABAAABBAAAA,A
BAAABBBBBAAABBABAAAAABAAABBBABABBAAAAABBAABAABAAAA,B
BAAAAAABBABBAAAAABBBBAABABBBABABBBBAABBBABBABAABBA,B
BAAAABABABABBABABABBABABABBBBBABAAAAAAAAAAAAABBBBB,B
BAABBAAABBBAAABABAABBAABBBBABBBBBBBAAABBBAABBBAAAB,B
AAABBBBAABAAAABBAABABABABBBBBAABAABAABBBBAAAABABAA,A
AABBBBABABAABAAABBABABBBAABBBAAAAABAAABBABBBABBBBA,A
BBAAAAABAAAABBABBABAAAABABABAAAABBBAABBAABABBBAABA,B
BAAABABBBAAABAABBABBBABBBBAAAABBBABBABBAAAABBAAABA,B
AABBABAAAABBABABBBAABAAABABAABAABBABABABABBBBABBBA,A
BAAABABBBAAAAABAAAABABBABAAABBAAAABABBAABABBBABBBA,B
BBBBBABABABAABBBBBBABBBAAAAABAAAAABAAAAAABBABABBBB,B
BAAAABABBBBBABABBABAAAABAAABBBBBAAABBBBABABBABABBA,B
AABABABAABBBAAAAABABAAABBABBAABBAABAABAAABAABABAAB,A
BABBBBBBAABAAABBABBABBBAABAAABAAAAAABBBBAAABBAAAAB,B
ABBABBBBABBABBABBAABBBBBBBABBAABBABAABAAAAABBABAAA,A
BBAABBBBBABABAAABBBABABABBABAABBBBBBAABBBBBAABABAB,B
BBBAABBBBAABAAABAABAABAAAAAABBABBBABAABAABAABBAABB,B
BABBABBABAAAAABAABBABBBBBAAABABBAABBABABAABAAABABA,B
AAAAAAAAAABBAABBABABBBBBAABABAABBBAABBBAAAABAABABB,A
ABBAAAABAAABAABBBABBABBABABABBAABAABBBABABABBBABAA,A
BABABABBAABAABAAAABAABBBBBBBBAAABBABBBBABABAAAAABB,B
BAAAABBABBAAAABBBBBABBABAABAABAAAAAABBABBBBABBABBA,B
BAAABBBABAABBBBBAAAABAAAAABBBABABBBABBBAABBAABAAAA,B
BAABAAABAAAABBBABAABBABAAAABBABAAAABABBABAABABABAB,B
AAABBABBBBBABABAABBBBBBBAABBBBBBBABABBABBBBABAAAAB,A
BBABBBABABAAABBBABBBABBBABBBAABAABBBAAABBABABABAAA,B
ABBAAAAAABAAABAABBBBBBABBABAABABBBBBABBBABABAAABAA,A
BBBBBBBBBBBAABAAAAAAABBBBAAAAABAABABBBAAABABBABABB,B
BAABBBAAABAABABBABABBBBABBAABAAAABAABAAABAABBBABBA,B
BABAAAAABBAABABAAABBAABAAAAABBBBAABABAABABAABBABAA,B
ABBBBABAABBBABBBBAABABBBBABAAABABABBAABABBBAABBABA,A
BABAABABABABBBAABABAABBBBBAAAABAABBBBAABABBABAAAAB,B
ABAAAAABBBAABAABBBBBAABBBBBABBBBAAAAABBBAAABBBAAAA,A
ABBABAABBBABBBBAABBAAAAAABBABBAABBBABBABBBAAAAAABB,A
AAAAAAABAABAABBABAAAAAABBBAAAABBBABAAABABBBABBABBA,A
AABBABBBABBBBBBABABBBBBAABBAAABBABBBAABAABBBBBAABA,A
BBBAAABAAABAAABABBAABABBBAABABAABAABBABBABAAAAAABA,B
BABBBBBBBBBAABABBABBBABABAABABBABAABBBBBAABBAABAAB,B
BBBAABAAABAABBABABBAABBAAABBAAAAABABBABBABBABBBBBB,B
BAAAAAAAABBBBAAAAABABBBBABBBBAAABBABAAABBAABBABBAA,B
ABAAAAAABBBABABAAABABBBBBBAABAAABBBBAABABBAAABBBBA,A
AABBAAAABBBBABABABAAABBBBBAABABABAABAABBABABBAAAAA,A
BAAABABAAAAABBAAABBBBBBAAABAAAAAABABBAABAAABAAABBA,B
AABBBAAAABBAAAAABBABAABBAAAAAAAABBBAAAAAAABABBBABA,A
BBABAABAABAAAABBBABABBAABAAABBAABBABABBBBBBAABBBAB,B
BABBBBBBBBBBABABBBBBAAAAAAAABABBBBBAABABBBABAABBAB,B
BAAABBAAAABABBABBABBAAAAABABABBABABAAAABBBABABBBBA,B
BABBAABBBABAAABABBAAABAAAAABBBBABAAABBBBAABABBBBAB,B
AABAABBBBBBAABABBBBABBBBABABABAABABAABABBBBAAAAAAA,A
AAABBABBBBABABABAAABABABAAABAAAAABBBAABABBABBAABBA,A
BBABABBABAAAAAAAABBBABABBABABABAAAAABBBABBBBABBAAB,B
ABBBABAAABABBABABABBBBABBBAABBAABABABBABBABBABABAB,A
BBBAABAABBBBAABABBAABABBBBAAAAABBABAAABBBBBAABBBAB,B
AAAAABBBBABAAAABABBAABBBBBAAAABABBBAAAABABBABBABBA,A
ABABABABAABABAAABABAABBBAAABBBAAAAABBBBBBBBAAAABAA,A
ABABABBBABAABBAABAAAABBBBBAAAAABABABAAABBAAAABBBBB,A
AAABBBAABBABBBBABBBABBBBAAAABBAAABBABABAAAABAAAABB,A
AABABABBBAAABABBBBAABAAABABBAAAABBAABAAABBBBAABBBA,A
BAABABBBABAABAAAABAABABAABBBAAAAAAABABABAABABAAABA,B
BBBAAABBBAABAAAABBABAAAABAABAAAABABBBAABBABBBBBBBB,B
AAAABBABBBABAAAABBAAABAAAAAAAAABBABAAAABBABABABABB,A
ABBAABABBBAABABABBAABBABABABBAAABAABBABABBBBBAABAA,A
BAABAABABBAAABBABBAAABABBBAABBBAAABABAABABAAAAABBB,B
BBBABAABABBBAAAAABBAABAAAAABBBBABABABAAABBABBBAAAA,B
AABBBAAABBBABBABBBABBBBBAABBBAABABBBBBBABABABAAAAB,A
BAABBBAABBBAAABBABBABBAAAABBBBBBBABBAAABBABBAAAAAA,B
AAABAAAAABBBBBBAABBBBBAAABBBBBAAAAABBBABBAABBBBBAA,A
BBBBAABABBAAABBABBBABAABBBBBBAAABABAAABBBABBABAABB,B
AABAABAAABABABAABBBBBBBBAABAAABABBABBAAABAAABBAABA,A
AABBBBBBBBBBAABABAAAAABABBBBAAAAAABBBAABBABBABBAAB,A
BABBBABBBBBAABBABABAAABAABBBBABBBAAABBABBABBBBBBBB,B
ABABBBABABBAABAAABBBBBBABABAABABBABABBABBBABABABAA,A
AABBBABBAAABABBBBBBBAABBABABBBBBABBBBBABAABBBBAAAB,A
BBAAABBABBABAABBAABAAAAAAAAABAAABBBABBAABBBBBABABA,B
BABBBBABAAAAABABBABAAAABBABABAABBBABBBBAAABABBBABB,B
BAABABBBBBAAABAABAAABBABBBBBBAABABAAAABBBAABAAAAAA,B
AABABBAABABBBBBABAABABABBABBBBBABBAAAABBAABBBABAAB,A
AAABBBBABAABAAAAABBABABABABBAABBAABBAAABABABABBBAB,A
ABAABAAABABBBAABBBBABBBABBABBAABBAAABAABBBBAABABBB,A
BABBBBBBBBBBBBABAABBBAAABAAAABAABBABBBBBABABBBBABA,B
ABABAABAABAABBBAABBABAABBABBAAABABAABABBBAAAAABABB,A
BABBAABAABBBABABABABBBABABAABAABAABAAAABABAABBABBB,B
BBBBAAAAABBBABBABBAAAAABABBBBAAABBBBABAABBBBBAABAA,B
ABAAABBBABAAABBABBABAABBBAAABAABBBABBABBBAAAAAAABA,A
BAAABBBBABBABAAAAAAAAABABBABABAAABBABBBBABBABAAABA,B
BBAAABBABBBBAAABBBABABABABBABBABBBAABABBBAAAABBABB,B
BABABABABBBBABABBBAABBABBAABABBAABABAAAABBBBAAABBA,B
AAABABABAAAAAAAAABAABBBAAAAAABAABBAAABAABBBBBABBAB,A
ABBAABABBBBBABBBBBBAAAAAAAAABAABABBBAABBABBAAAABBB,A
BABAABABBBABAABAAAAAAABAABAABABAABAABBAAAABAABABAA,B
ABAABAABABABBAAAAAABABBABABAABABBAABAAABBAAAAABAAB,A
BAAAABBABBBAAAABAAABABBBBBBABBAABABBAABBBBBAAABBAB,B
BAAAABAAAAAAABABBBBABBAABBAAABAAABBABBABAAABABAAAB,B
BAABBBBBBABBBAABABBABABBBBABABAABBABBBBABABBBABBBA,B
ABAABBABAABBBBAABBBBABBAAAABABAABBBBAAABAABBBBBBBB,A
ABABBABBBABBAAAAABBBBAABBBBBAAAABAAAABAAABBAABABBA,A
BBAAABAABBAAAABBABBBAAAAAAABABAABABAABABAAABBAABAA,B
BBABAAAABBAAABBBBAABBBAABBBBABBAABBBAABBBBBABAABAA,B
BAAAABBAAAAAAABAAABBAABABBBBAABBAABBABBABBABBBBBBA,B
AABBBAAABBABABABBAAABBABAAAABBBAABABBAABABBAAAAAAA,A
ABBABBABBBBBBBABBBBAABBBABABBBAAABBABBBBABAABBABBA,A
BAAAABABBBAAAABBABBBBAABAAABBBAABAABAABBBAAAAAAAAA,B
ABABBAABABBBABBABBAAAAABABABBBBABAAABABAABAABBBBBB,A
ABAABBAAAAAAABABABABAAABABBAABAABAABAAABABBAABABBA,A
BAABBBBABBAAAABABBABBABAAABBAABBABAABBBBBBBBBBBABA,B
ABAABABAABBABABABBBBAABBABBAAAAABBBBBABAAAABBBBBBA,A
ABBBAAABABABBAABBBAABAABAABAABABBBBAAABABAABABABBB,A
BAAABABAABABBAAAAAAABAABBAAAAAAABAABBABABBBABAAAAA,B
AABABBABBAABBBBAAABAAABBBBBABBBAABBAABBBABBAABABBB,A
AAABBBBBAAAAAAABBABBBBBBAABBBABBBABBBBBBBABBBABAAB,A
AABABBAABAABABABAABBBBABBBBABAABABAABAAAAABAAABABB,A
BBABBABBAABBABBBBAABAABBBBBAAAABABBBAABBBBBBBBBBBA,B
AABAABBABAAABBABAAABAAAAABBABAAAAAAABABAABAAABAABB,A
BABABBBAABABABABABBAAABABBABABBAAABABABBABBBBAAAAB,B
BABABABAAABBAABAABAAABBAABBBBABBBABBBABBAAABBBABAA,B
BBAAAABAAAAAAAABBAAAAABBAABABAABBBBBBBAABABBABBAAA,B
BABABABAAABABAAABABAABBABABBBBAAAAAABAAAABABAABAAA,B
ABAAAAAAAAABABABBABAAABAAABABBABABABABBBBAAABAAABA,A
BBABBAABAAABBBAAAABBABABBAAAAABAAABABABBBABAABBAAA,B
BABBABAABBABBABAAABABABBABAAABBAAABABBBABBBABABAAB,B
AABAABBAAABBBAABAAABAABAAAAABAABABABBBAAABBAAAAABA,A
AABBBAABBBAAABBAABAABABABABBABBAABABABBBBBBABBBABA,A
BBAAABBBBBAABAAABABBAAAABBABBAAAABBABBABAAABABBBAB,B
BAAAABBAABABABABAABAAABAAABBBAAABAAABBBBABBAABABBB,B
BAAABAABAABBBBBBBBBBABABAAABBAAAAABAABBAAAABBAAABA,B
ABABAABBBAAABBABBAAAAAABABBAAAAAAAABBABBBABBABAAAB,A
ABABBABAAAAAAABBBAABABAAABBAABBAAAABBABBABBAAAAABB,A
AABBBBAABAAABBAAAABAABBBAABBAAAABABABAAAABABABABAA,A
BBBBAAABAABBABABBBBBABBAAABABABAABAAAAABBAABABBAAA,B
ABAABBBAABABBBBABAABBAAABABBAAABBABBBBBBABAABABAAA,A
AABBABAABABBAAABAABBAAAABBABABBBAABAABBABBBBAAABAA,A
BBAABABAABABBABBAABBBBAABBAABBBAAAAAAABBABABBAABAB,B
ABBAABBAAAABAABBBBBBBAABABAAABBABBBBBBBBABAABABBAB,A
BBBBBBBABAAAAAAAAABAABAABAABBAAAAAAABBBAAABBBAABAB,B
AABBABABAAAAAAAAAABABAAABABBBBABBBABBBAABBBBAABBBB,A
BBBBBAAABABAABBBBAABAABBABAABBBBABBBABBBABAAABAAAA,B
BAAAABBAABABABBBBBAAAAABABAABAABBAABBAAAAAABABBBAB,B
BAABAAAABBABAAABABABABAABBAABAAAAAABBBBABABBBBABBA,B
AAABBABBBBABABBAAABBAABABBABABABBBBBAAAAAABBAAABBB,A
BBABAAABAAAAAABBAABBAAABBBBAAABBAAAAAABBAABAABAAAB,B
AABBAABABBAABBABBBABBBBBBBAABABBABAAABABBBAABABABA,A
BAABBABBBBAABABABBABBABBBAABABAAABBABAABBAABBBBAAB,B
BAAABABABABAAAABBBBBAABABBBBBABAAAABBBBABBBABABABA,B
AABABAABBBBAAABBABBABBBABABABBABAAABBBAAABABAAABAB,A
AABAAAAABABBABAABAAABBABBBBAAAABBAABAABAABBAAABABB,A
BBAAABBBBABBBBBBABABAAABABBAABABBABBAABBBAABBBBBAA,B
BBBBBAABAABAAAABBABBBBAAABABBAAABAAAAABAAAABAABBAB,B
ABAAABBBBAAABBAAAABBAABABBBBBBAABBABBBBABABABBABBA,A
AAAABBBBBBAABBAABBBABBBAABBBAABBABABBAAABBBBBBBAAB,A
AABBBBBAAABABABABAAABAABBBAAAAAAAAABAAABAABABBBABB,A
BAAABABBAAAABABABBABBABBBBAABBBBABBBBAAAABABABBABA,B
AABBBAABBABBBABABBAAAAAAABBBBABAAABBBABABABBBABBBB,A
AAABABBBABBABABBBBBBBABBAABAABBABBAAAABBBBAAABAAAA,A
ABBBAAAABBAAAAABBBBAABBAABBBBAAABABABBAAABBABBABAB,A
BAAABAAAAABAAAABAAAAAAABAABAAABBAABABABABAAABAABAA,B
ABAABAABAABAABABAAABBBBAAABABABBBBBABBBAABABAABAAA,A
BBBAABBABBBBBABBBBBAABABABBAABABBBAABABAABBAAABAAA,B
ABBBBBAAABABABABABBBABABBBBAABABAABAAAAAABAAAAAABB,A
BBAABBABBABABBBBBBABBAABABBABBAABAABBABBAABBABABAB,B
AAAAABBBABABAAABBBAAAABBAAAABABBABABAABBBAABAABAAB,A
AAAAAABBAAAABAABABABBAAAABABBABBBBBAAAAAAABBABBBAA,A
ABABABBAAABAABBAABBBABBAABBBBBBABABBABBABABABBBAAB,A
AABAAAABABBBABABAAABAAAAABBBBAABBBBBAAAAABBBBABBBB,A
AABBBABBABABABAAAAABBBBBBABBBBBBABABABAABBBAABAAAA,A
BAAAAAAABBBABBBBBAAABBAAABABAABABBBAAAABABBAABBBBA,B
AABAAAAAAABABAAAABABABBBAAABBBAABBABAABBAABAAAAABA,A
BAAABAABBBABAABBABABBBBBAAAABAABAAAABAABABBBABABBA,B
BBABBBBBAAAABBAAABBAAAAABBABAAAABBBAABBBBBBBBBAABA,B
BBBBBAABAAABBBABAAABBABAABABABABABABABBAABAABBBABB,B
BBBBBBBAAAAABAAABAABAABABABBBABABAABBAABAABBAABBAA,B
ABAAABBABBBAABABAABAAABAABBBBBBBABAAAABBBBBBABABAB,A
BABBAABABAAAABBAABAABBBBABABABAAAAAAABAAAAAABABABA,B
AABBBAAAAAAAAABAABBAAABABAABAABAAABBABBABBBBABBABB,A
AAAABBABAAABABBBBBABAABBBAAABBBBABBBBBBBAABBABBAAB,A
BBABBABBBBAABBBABABBABBBBABBAABBABAABAAABBAAABABBA,B
BAABBBABABABAABBAAAABBABBBAABAAAABBAABBBBBBABBABBB,B
AAABAAABBBBBABBBBABABBBABBABBABBAAAABBBBBBBBBBABAB,A
ABABBBABAAABAAAABABBBABAABAABABAAAAABBBBAAABAAABBB,A
BBBBABAABBABABAAAABABBAAAAABBBBBABBBABBBBAABABAABB,B
BBBBBABAAABABAAAABBABBBBBBABAAABABAABABAAABBBAAAAB,B
ABBAAAAABABAAAAABAABABAABABBABABAABABABBABABBBBBBA,A
ABBBABBBBBABABAABABBAAABBABBAAABAAABAAABBABBAAABBB,A
BBAAABBAABABBABBABAABABBABAAAABAABAAABABAABABBBBBA,B
BAAAABBABABABBBBAAABABBAABBABBABAAABABBBABABBBABAB,B
AAABABBAABABABABBAAAABABAAABAABABABBBAAABAABBABBAB,A
AABABABBAAAABBABAAAAAAABBBABABAAABAAABBABBAAABAAAB,A
ABBAAAABBAABAABABABAAABBBABAAABBBABAABABABAAABBBAA,A
BBBBABBBBBABABAABABBAAABABAABBBBAAABABABAAABBBAABB,B
ABABABABBBAAABAABBBBAABAAAABAABBAABBBAABABAABAAAAA,A
BABAABABAAAAABABBABBAABAAAABBAABABBBBBAAABBBBAABBB,B
BAAAAAAABAABBAABBBABBBAABBAABBBBBBABAAABBAABAAABAA,B
BAABBAAAABBBAAAAABBBBBBAABBAAABBAAAABBABABAABABABA,B
AABBBBAAABBABBBBBAAAABAAAABBBBAABAABABAABAABABABBB,A
BBBBAABBABBBBBABABABBBBAABABABAAAAAAABAAAABABBBABB,B
AABBAABAAABABBAAABAAAABBAAAABABBBBBAAABBAABAAAABAA,A
ABAAAAAABBAAABAABABABBBABABABBAABBBABABBBBBABAABBA,A
AABBAAABAABBBBABBAABBBBBBAABAABBBBBAABBBAAABAABAAA,A
BAAABBBABBAABABAABBBBABBAABBAAAABBABBABABBBABBABAB,B
BBAABBABBAABBBAABBAAAAABBBABAAAAABAAAABBBAABBABABB,B
BAABBBAAABABBABBAAABBAAAAABBAAABBBABABBBAAAAAABBAA,B
AAABAABBBABABABBBBBABBBBAAABABAABABBBAAAABABAABAAB,A
BABBAAABABBAAAABBBBABBBBBBBBBAABABBBBABAABBBBBBBBB,B
BABABAAABBAAAAAABBBBBAAAAAAABBBBABBBAABAAABABBABAA,B
BAABBBAAAAABBBABBABABAABAAABAAABBABABAAABBAAABABAA,B
BBBBBABABBBBBBBBAAAAAAABAAAAAABBABABAAABBBAABBABAA,B
ABBAABBBABABBBBBAAAAABBABABBBBBAABBBBABBABBBBAAAAB,A
BBAABABBBBBBAABABBABABABABBBAABBAAAABAAABBABBBBABA,B
BABBABAAABAABAAABABBBBBAABBAABBBABBBBABAABBAAAABAB,B
ABBBBABBABABBABBABBABAABBABABABAAABBBBABBAABABBAAA,A
BABABAAABBBAAABABBBAABBAAAABBBABBBABAAAABBABBBABAA,B
BBBABBBBBBAAABBBABABBABAAAAAAAABABAABBBABBBBABAAAB,B
ABBBBABBBAABBBAABABABABABBBBABABAAAAABABBAABBAAABB,A
BABBBAAAAAABAABBAAAABAABBAAABBBBBAAAABBBBAAAABAABA,B
ABBAAAAABAABAAAABABAAABABABAAABAABABBBBBABBBBAABAA,A
AAABAABBABABBBBAABAAAAAABAABBBABBAABABAABBBAABBABA,A
BBBABBABBBBBBAAABAAAABBBABBABBAAAABABBBBABBBAAAABA,B
BBBBBBABABAABBBBABABABABBBABBABBBAAAABAAAAAABABABA,B
ABAAAABAAABBAABBABBBABBBBBBAAABBBBBBAABBBAAABABBAA,A
BBABBABAAABBAABABBABBABAABBAAABABAABABBBBBABAABBBB,B
ABAAAAABBABABBABABAAABAABBABBBBABBBABBAAAABBAABAAB,A
BAABABAAAABABAAABAABBBBABABABBAABABBABABBBBBBAAAAB,B
BBAABBBBBAABBABBBABBBBBABBAAAAAAABBAABAABAABABAABA,B
AAAABBABBAABBBBBBAABBBABAAAABABABBBBBBBAABBBBAAAAB,A
BAABBBAABABBAABAAABABBABAAAABBBABABBBABBABBBBABBBB,B
ABAAABBABAAABBABBABBABABBABBBBABABAAABABBBAAABAAAB,A
AAABABAAABABBABBBAAABBBAABAAABBABBBBABAABBABAAAABA,A
BBBAAAAABAAAABBBAABBABAABBBBBBAABAAAAAAABAABABAABB,B
BBBBAABBABABBBBBAAAABABBAABABABBABAAAABABAABBAABAB,B
AABBAABABBABABBAABBAABABBAAABABBBABBBBABABBABABABA,A
BABBAAAAAABAAAABBAAAABBBABBBABAABABABBABAAAABBBABA,B
AABABAABBABBBABABBBBBBABBBAABABBBABABBBBBBABBAAABA,A
AABAABBABABAABBAAAAAABABABAABABABAABAABABAABBBAAAA,A
AABABAAABABABBBBAABABAABABAABBAABABBABBBABAABBBBBB,A
ABAABABAAAABBAAABBBAABAABABABABBABBAAABBBAAAABBABA,A
ABAAABBAAAABAAABBBABAAABAAAABBAAABBABABBBBAAABBBBB,A
AABAAABABBABBBABABABABABABABAAAAAAABABABABABABAAAB,A
AABAAAABBBAAABABBAAAABABABAABAABBBBABBAAABABBAABAA,A
BAAABABABBAAABBBABAABBAAAAAAAABABAAAABBBAABABBBBBB,B
ABABBBABBBBABAABBBBBAAABAAABAAABBABABAAAABBBABBABB,A
AAAAABBBABABABBABABBAAAABBAABBBABAABABAAAAAABAAAAB,A
BBBABAAABBABBABBABABBBABBABBABAAAAAABBABBBBBAABAAA,B
BAAABAABABBBBBAABAABBBBBBBAAABABABABBABBABBBABBABA,B
BAABBAABBBBAAAAAABBABABAABBAAABBBABABBBBAABBAABBBB,B
BABAABBAABBABAABBBABBBBABAABBBABBBBAAABBAAAAABBBAB,B
ABBBBBABABBBBABBBABBBBABBABBBABAAAAAAABABABABAABAA,A
BBABABABAAABABBBBBBAABBBABAABBAABBABBABABAABABAAAB,B
BAAABABAABBBABABBBBBBAABBAABABABABABABBABAABAABABA,B
AABBBABBABBBABAAABABABAAAABABBABABABABAABBBBAABAAB,A
BBAABABBBBABAABABBABBBAABAABBABBBAAABABAAAAABBABAB,B
BABAABABBBBBBABABBBAAABAAABABABAAAABBAAABABAABAAAB,B
AAABABAAABABBBAAABABABBAABBBABABBBBBBBAABABBBBBABA,A
ABAABABAAAAAABBBAABBABAABBAAAABBBBBBABAABABBBABABB,A
AAAAABAAAABAAAAABBABBAABBAAABAABBAAAABABAAABBBABBA,A
BBABBABBAABBBAABBAABAABABAAABABBAABBBAABBABBBABABA,B
BAAABABBBBAAAAAABAABABBAAAAABBABAABAAABAAAAAABAABA,B
BAAABBBABBABBAAABAAABBAAABBBABABAABABABABBBABBABBB,B
AABBBBBAAAAABBABBAABABBABBAABABAABBBABBAAAAAABABAB,A
BABBBBAABABABBBBABABABAAABBBBBABBABBAAABAABAAABBAA,B
BBBBBABAABBAAABABABAAAAAABAAAABBAAABABAAAABABAABBA,B
BBBAABAABBBBBABBAAABAAABBABBBAAAABBABBABBABABBAAAA,B
ABABBBBAAAAABBBBBBABABABBABAAAABBAABABABAABAABBBAA,A
AAAAAABAABABAABAABBABABAAAABABBAABBAAAABABBBBAAABB,A
ABABBABBABBBBBAABABBABAAAABABBABABBAAAAABBAABABAAA,A
BBBBABAAAAABBAABBBAAAABAABBAABBABBBAABAABBBABABBAA,B
AABAABABBAAAABABBBAABABBBAABBBABBABBBBAAAAAAAABABB,A
ABAAABBAABAABBBBBBAAABABBAABBABABABAABAAAABABBBBBB,A
AABBBBAAABBAAAAABAAABAABAABBBABBAABABBABAAAAABBBBA,A
ABAAAAABABBABABBBBABABBABAAABABBABBBBBAABBBAAAABAB,A
